nid,motivo_original,categoria_llm,candidato_credito,razon_llm
43385380615,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
43631522817,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
44780461890,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
44870825067,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
44930136954,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
45038465646,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
45281505548,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
45421608032,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
46631019101,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
46661322916,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
47271666524,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48136402504,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48474639903,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48487237018,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48509022722,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48552349711,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48735411212,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48779011512,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
48954164914,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
49084751450,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
49533087018,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
50314460820,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
50617038943,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
50779973543,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
50880639381,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51089323884,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51116981036,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51302217791,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51507337832,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51516436138,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51642333739,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51698467903,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51828835679,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51887653489,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
51945974665,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52005700419,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52029428776,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52061014652,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52062631976,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52268581794,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52387335495,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52834831432,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
52842884131,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53091208860,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53118151183,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53181019057,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53266009959,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53267946934,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53341461148,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53380711319,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53405491254,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53564493918,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53568018831,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53762834840,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53855430725,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
53867174783,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54086924977,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54109062467,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54116235686,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54116387718,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54148187229,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54267450180,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54311589470,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54327021988,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54363201674,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54414837012,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54419781655,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54423239470,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54426435406,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54426453805,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54435935394,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54440583290,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54460421018,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54502510611,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54604989366,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54620289809,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54621216848,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54696450427,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
54770831198,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55044936960,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55076663885,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55201100036,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55207742473,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55214028054,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55215640185,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55297500939,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55305994895,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55371768576,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55462252121,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55473940664,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55481599267,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55506907425,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55519053486,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55563231866,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55577119513,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55624635276,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55624742526,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55645674516,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55677133083,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55680069380,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55684270945,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55693710148,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55696016755,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55702732692,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55714585127,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55724343208,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55730218404,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55733704870,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55845477642,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55931762823,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55936919724,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55939565750,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
55946679217,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56015482801,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56028061804,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56039579688,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56042502178,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56120510224,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56128590950,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56134493364,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56172465766,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56186096532,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56200525860,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56206861628,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56250683676,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56273923957,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56279226113,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56281384628,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56291778888,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56294769193,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56341564295,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56344428967,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56422777898,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56432994392,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56476069284,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56497311751,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56499541078,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56532353633,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56555490973,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56560681218,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56594981801,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56601763380,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56647583389,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56710234253,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56734623101,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56771009153,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56780379817,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56791047540,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56844525619,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56844605995,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56895215177,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56924562598,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56939402382,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56945267094,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56948217187,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
56984214274,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57043743647,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57053734436,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57127930951,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57137635964,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57162758923,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57166490941,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57168354562,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57200212540,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57216644003,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57247749033,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57257946908,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57265771287,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57291152482,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57307058326,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57307423885,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57313187356,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57345433929,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57372734636,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57388916342,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57485514861,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57488325125,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57493988418,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57527841640,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57531915187,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57590015499,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57597344902,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57714495412,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57722749603,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57780173071,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57790600717,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57816651904,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57816811564,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57832233552,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57832625813,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57835243857,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57840828600,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57863591311,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57882548650,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57900438127,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57904668525,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57908521476,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57912517546,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57941662238,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57945160533,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57946214489,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57948246624,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57955893511,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57958967184,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57962573327,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57971121169,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57981509274,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
57985074566,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58002296363,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58004710065,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58008167301,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58011872159,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58011894416,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58014587166,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58015165299,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58034942118,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58051474479,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58058151198,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58145440342,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58147470224,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58153569133,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58167177325,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58176651931,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58181865611,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58181883021,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58196950967,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58211313733,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58221873942,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58232075315,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58234286406,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58240332360,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58247230023,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58249056885,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58255215872,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58276960908,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58301488398,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58316409714,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58322414363,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58322892414,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58324289329,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58325375772,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58332720471,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58333142834,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58338581895,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58353021849,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58363249697,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58367193623,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58367512456,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58368042559,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58374396484,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58387072800,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58416602939,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58421991765,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58430077445,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58440598040,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58511882774,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58519971229,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58527772447,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58529626626,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58530034298,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58541815140,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58541975179,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58553551174,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58559188288,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58569417255,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58571756137,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58579061320,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58581688716,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58609997149,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58611295155,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58632957194,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58637503804,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58640275012,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58646390815,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58648548609,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58651513646,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58668934711,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58671687995,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58703582006,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58709286007,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58713030719,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58715500421,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58724908679,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58801163555,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58826900748,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58827254889,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58834299157,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58835183442,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58837062564,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58837145897,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58844249427,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58856104018,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58866586782,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58879072612,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58879233406,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58879662103,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58884271495,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58884502641,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58885216076,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58885963619,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58897207383,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58898356080,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58898895959,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58909095170,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58926995217,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58936350598,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58937065395,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58937274189,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58945510463,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58955358467,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58958499204,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58960150790,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
58961651614,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59006376803,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59035560778,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59035863170,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59049082673,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59079967145,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59083324770,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59088397860,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59089123421,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59091661613,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59094337119,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59098219590,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59104180572,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59104339372,Por separación,Separación / divorcio,False,"División de bienes, no van a conservar el inmueble."
59108020114,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59120665349,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59120944936,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59121857394,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59122431238,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59122979997,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59128292100,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59129176605,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59130866031,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
59130888344,,Sin motivo cargado,False,El recepcionista no registró motivo para este lead.
